dataset,type1_error,mean_F,var_F,mean_MSa,var_MSa,mean_MSE,var_MSE,mean_R2,tukey_fwer
exponential,0.0054,1.0051108993748925,0.047557333281965146,19382989406304562e51,3757002783250251e123,19382989406304532e51,3757002783250245e123,0.2743959679806435,0.0019
log_lognormal,0.0277,1.0317084231612328,0.27382070089350896,0.04223318147837166,0.0016786233552863823,0.04215095186408106,0.0012334310973243887,0.5163783631130476,0.031
lognormal,0.0303,1.0359606065989095,0.28655023864456913,14.832100056934317,332.28475394174444,14.894978994558132,305.99028425766454,0.5037783240767306,0.0335
normal,0.0272,1.0368712988867341,0.2745492810440417,14.936149869357463,153.45217320300392,14.981430775346116,103.07026658378466,0.4903429606100114,0.0324
